bus_id,route_id,timestamp,hour_of_day,day_of_week,minute_of_day,is_morning_rush,is_evening_rush,is_rush_hour,is_weekend,distance_to_next_stop_km,current_speed_kmh,speed_ratio,stop_sequence,scheduled_travel_time_min,bearing,route_id_encoded,delay_next_stop_minutes
BUS-020,CAMPUS-EXPRESS,2026-08-09T16:41:16Z,10.0,6.0,641.0,1.0,0.0,1.0,1.0,3.78,31.7,1.268,6.0,9.7,68.9,5.0,0
BUS-008,ROUTE-3,2026-08-10T14:14:13Z,8.0,0.0,494.0,1.0,0.0,1.0,0.0,0.36,15.9,0.636,1.0,2.0,308.7,3.0,6
BUS-006,ROUTE-2,2026-08-30T15:49:55Z,9.0,6.0,589.0,1.0,0.0,1.0,1.0,4.18,29.0,1.16,1.0,12.0,356.6,2.0,-1
BUS-003,ROUTE-2,2026-08-31T21:10:29Z,15.0,0.0,910.0,0.0,0.0,0.0,0.0,0.36,22.8,0.912,6.0,2.0,28.9,2.0,0
BUS-018,ROUTE-3,2026-08-14T19:04:19Z,13.0,4.0,784.0,0.0,0.0,0.0,0.0,0.35,29.2,1.168,7.0,2.0,175.4,3.0,2
BUS-006,CAMPUS-EXPRESS,2026-08-04T23:02:13Z,17.0,1.0,1022.0,0.0,1.0,1.0,0.0,1.27,14.1,0.564,7.0,5.1,58.2,5.0,6
BUS-001,ROUTE-1,2026-08-18T14:04:59Z,8.0,1.0,484.0,1.0,0.0,1.0,0.0,1.08,21.8,0.872,4.0,3.8,266.7,1.0,2
BUS-004,ROUTE-3,2026-08-04T12:34:16Z,6.0,1.0,394.0,0.0,0.0,0.0,0.0,0.86,18.4,0.736,4.0,2.1,142.8,3.0,1
BUS-020,ROUTE-SOUTH,2026-08-04T21:43:06Z,15.0,1.0,943.0,0.0,0.0,0.0,0.0,1.97,20.2,0.808,10.0,5.9,344.5,2.0,2
BUS-001,ROUTE-NORTH,2026-08-05T17:22:04Z,11.0,2.0,682.0,0.0,0.0,0.0,0.0,4.0,23.5,0.94,7.0,10.9,175.7,1.0,4
BUS-017,ROUTE-SOUTH,2026-08-29T14:30:03Z,8.0,5.0,510.0,1.0,0.0,1.0,1.0,2.54,27.3,1.092,10.0,7.6,146.9,2.0,0
BUS-009,ROUTE-NORTH,2026-08-13T17:41:03Z,11.0,3.0,701.0,0.0,0.0,0.0,0.0,2.87,25.2,1.008,5.0,7.8,206.1,1.0,1
BUS-016,ROUTE-SOUTH,2026-08-16T15:25:55Z,9.0,6.0,565.0,1.0,0.0,1.0,1.0,0.92,30.4,1.216,5.0,3.7,103.4,2.0,1
BUS-012,ROUTE-2,2026-08-01T19:25:05Z,13.0,5.0,805.0,0.0,0.0,0.0,1.0,1.08,27.3,1.092,5.0,2.6,3.9,2.0,3
BUS-008,ROUTE-NORTH,2026-08-04T16:44:46Z,10.0,1.0,644.0,1.0,0.0,1.0,0.0,2.22,12.2,0.488,2.0,5.9,256.4,1.0,8
BUS-013,ROUTE-1,2026-08-06T14:32:59Z,8.0,3.0,512.0,1.0,0.0,1.0,0.0,0.92,4.3,0.172,1.0,4.0,235.2,1.0,14
BUS-013,CAMPUS-EXPRESS,2026-08-23T22:34:41Z,16.0,6.0,994.0,0.0,0.0,0.0,1.0,2.81,38.0,1.52,5.0,7.5,185.0,5.0,-2
BUS-011,ROUTE-SOUTH,2026-08-28T00:28:31Z,18.0,4.0,1108.0,0.0,1.0,1.0,0.0,0.19,10.6,0.424,4.0,2.0,30.8,2.0,7
BUS-001,ROUTE-1,2026-08-06T17:37:02Z,11.0,3.0,697.0,0.0,0.0,0.0,0.0,2.27,39.0,1.56,2.0,6.4,87.9,1.0,-3
BUS-002,ROUTE-3,2026-08-16T13:46:24Z,7.0,6.0,466.0,1.0,0.0,1.0,1.0,3.59,30.0,1.2,1.0,8.2,270.0,3.0,1
BUS-006,ROUTE-SOUTH,2026-08-14T21:07:49Z,15.0,4.0,907.0,0.0,0.0,0.0,0.0,2.1,25.1,1.004,5.0,5.1,2.2,2.0,2
BUS-002,CAMPUS-EXPRESS,2026-08-11T23:18:06Z,17.0,1.0,1038.0,0.0,1.0,1.0,0.0,2.08,11.9,0.476,10.0,4.3,53.8,5.0,13
BUS-013,ROUTE-2,2026-08-05T20:46:24Z,14.0,2.0,886.0,0.0,0.0,0.0,0.0,2.22,19.7,0.788,10.0,6.8,194.8,2.0,5
BUS-017,ROUTE-NORTH,2026-08-04T21:08:40Z,15.0,1.0,908.0,0.0,0.0,0.0,0.0,0.85,38.3,1.532,2.0,2.8,277.3,1.0,-1
BUS-012,ROUTE-2,2026-08-11T00:22:11Z,18.0,1.0,1102.0,0.0,1.0,1.0,0.0,2.42,15.0,0.6,1.0,6.1,126.3,2.0,10
BUS-015,CAMPUS-EXPRESS,2026-08-03T14:33:24Z,8.0,0.0,513.0,1.0,0.0,1.0,0.0,1.33,13.3,0.532,6.0,2.7,3.7,5.0,6
BUS-012,ROUTE-2,2026-08-14T14:59:19Z,8.0,4.0,539.0,1.0,0.0,1.0,0.0,4.14,9.4,0.376,4.0,11.8,240.5,2.0,18
BUS-015,ROUTE-3,2026-08-16T16:26:22Z,10.0,6.0,626.0,1.0,0.0,1.0,1.0,3.53,35.0,1.4,9.0,9.8,90.3,3.0,2
BUS-011,ROUTE-1,2026-08-18T16:32:22Z,10.0,1.0,632.0,1.0,0.0,1.0,0.0,2.11,14.8,0.592,2.0,6.9,156.6,1.0,6
BUS-018,ROUTE-1,2026-08-30T14:30:20Z,8.0,6.0,510.0,1.0,0.0,1.0,1.0,2.79,28.4,1.136,10.0,7.2,177.7,1.0,2
BUS-018,ROUTE-1,2026-08-26T13:31:33Z,7.0,2.0,451.0,1.0,0.0,1.0,0.0,4.27,9.2,0.368,8.0,11.9,51.9,1.0,20
BUS-001,ROUTE-NORTH,2026-08-23T04:56:19Z,22.0,6.0,1376.0,0.0,0.0,0.0,1.0,1.1,40.6,1.624,8.0,3.1,194.1,1.0,0
BUS-017,ROUTE-3,2026-08-21T23:06:55Z,17.0,4.0,1026.0,0.0,1.0,1.0,0.0,2.03,9.6,0.384,1.0,5.0,241.5,3.0,10
BUS-001,CAMPUS-EXPRESS,2026-08-23T15:58:10Z,9.0,6.0,598.0,1.0,0.0,1.0,1.0,3.68,33.7,1.348,4.0,9.6,10.2,5.0,0
BUS-019,ROUTE-3,2026-08-15T18:11:54Z,12.0,5.0,731.0,0.0,0.0,0.0,1.0,1.83,29.3,1.172,7.0,3.8,187.2,3.0,2
BUS-018,ROUTE-SOUTH,2026-08-29T15:04:58Z,9.0,5.0,544.0,1.0,0.0,1.0,1.0,0.63,39.0,1.56,9.0,2.5,225.1,2.0,2
BUS-009,ROUTE-SOUTH,2026-08-13T15:42:45Z,9.0,3.0,582.0,1.0,0.0,1.0,0.0,0.78,11.5,0.46,6.0,3.4,305.4,2.0,8
BUS-004,ROUTE-2,2026-08-29T14:37:47Z,8.0,5.0,517.0,1.0,0.0,1.0,1.0,0.39,34.4,1.376,9.0,2.0,121.7,2.0,4
BUS-010,ROUTE-SOUTH,2026-08-29T19:15:37Z,13.0,5.0,795.0,0.0,0.0,0.0,1.0,1.08,33.9,1.356,3.0,2.1,50.7,2.0,0
BUS-003,CAMPUS-EXPRESS,2026-08-01T14:26:30Z,8.0,5.0,506.0,1.0,0.0,1.0,1.0,2.87,23.2,0.928,4.0,6.4,347.1,5.0,0
BUS-018,ROUTE-3,2026-08-28T22:48:19Z,16.0,4.0,1008.0,0.0,0.0,0.0,0.0,3.66,22.6,0.904,2.0,8.8,336.2,3.0,4
BUS-020,ROUTE-2,2026-08-30T22:00:11Z,16.0,6.0,960.0,0.0,0.0,0.0,1.0,4.31,38.5,1.54,4.0,10.9,84.2,2.0,-5
BUS-016,ROUTE-NORTH,2026-08-27T13:50:33Z,7.0,3.0,470.0,1.0,0.0,1.0,0.0,1.87,13.5,0.54,2.0,4.4,203.1,1.0,7
BUS-005,ROUTE-NORTH,2026-08-23T14:48:29Z,8.0,6.0,528.0,1.0,0.0,1.0,1.0,2.38,37.7,1.508,9.0,7.1,73.5,1.0,0
BUS-020,ROUTE-1,2026-08-17T21:04:44Z,15.0,0.0,904.0,0.0,0.0,0.0,0.0,0.34,24.3,0.972,5.0,2.0,208.8,1.0,2
BUS-010,ROUTE-SOUTH,2026-08-28T23:05:43Z,17.0,4.0,1025.0,0.0,1.0,1.0,0.0,1.59,13.3,0.532,10.0,4.3,198.7,2.0,16
BUS-015,CAMPUS-EXPRESS,2026-08-21T19:08:44Z,13.0,4.0,788.0,0.0,0.0,0.0,0.0,0.4,22.9,0.916,9.0,2.4,56.9,5.0,3
BUS-002,ROUTE-NORTH,2026-08-13T21:14:31Z,15.0,3.0,914.0,0.0,0.0,0.0,0.0,3.01,22.1,0.884,5.0,7.6,288.0,1.0,3
BUS-007,CAMPUS-EXPRESS,2026-08-26T00:50:35Z,18.0,2.0,1130.0,0.0,1.0,1.0,0.0,0.72,13.6,0.544,9.0,2.0,216.8,5.0,8
BUS-005,ROUTE-1,2026-08-23T17:06:24Z,11.0,6.0,666.0,0.0,0.0,0.0,1.0,1.15,34.4,1.376,3.0,4.3,278.9,1.0,-1
BUS-015,ROUTE-1,2026-08-15T14:49:34Z,8.0,5.0,529.0,1.0,0.0,1.0,1.0,3.95,29.7,1.188,1.0,9.0,155.5,1.0,-1
BUS-003,ROUTE-1,2026-08-15T17:40:03Z,11.0,5.0,700.0,0.0,0.0,0.0,1.0,4.4,26.9,1.076,5.0,11.8,11.5,1.0,1
BUS-011,ROUTE-1,2026-08-21T22:49:15Z,16.0,4.0,1009.0,0.0,0.0,0.0,0.0,1.44,18.2,0.728,2.0,2.7,282.4,1.0,3
BUS-016,ROUTE-2,2026-08-20T04:58:07Z,22.0,3.0,1378.0,0.0,0.0,0.0,0.0,3.38,24.0,0.96,10.0,8.2,76.9,2.0,3
BUS-008,ROUTE-2,2026-08-13T20:41:04Z,14.0,3.0,881.0,0.0,0.0,0.0,0.0,1.15,26.8,1.072,1.0,3.9,87.9,2.0,-1
BUS-006,ROUTE-3,2026-08-02T15:38:32Z,9.0,6.0,578.0,1.0,0.0,1.0,1.0,3.41,37.8,1.512,8.0,7.6,317.9,3.0,-3
BUS-009,ROUTE-3,2026-08-20T21:08:14Z,15.0,3.0,908.0,0.0,0.0,0.0,0.0,0.79,25.1,1.004,2.0,2.0,312.8,3.0,1
BUS-002,ROUTE-1,2026-08-18T19:31:56Z,13.0,1.0,811.0,0.0,0.0,0.0,0.0,4.0,31.5,1.26,4.0,10.7,301.3,1.0,0
BUS-017,CAMPUS-EXPRESS,2026-08-09T18:05:59Z,12.0,6.0,725.0,0.0,0.0,0.0,1.0,4.17,31.4,1.256,2.0,9.7,320.9,5.0,-5
BUS-020,ROUTE-1,2026-08-07T00:46:24Z,18.0,4.0,1126.0,0.0,1.0,1.0,0.0,1.77,11.5,0.46,5.0,5.0,279.1,1.0,15
BUS-015,ROUTE-3,2026-08-21T14:44:50Z,8.0,4.0,524.0,1.0,0.0,1.0,0.0,1.93,13.2,0.528,9.0,4.6,222.2,3.0,13
BUS-019,ROUTE-1,2026-08-19T17:38:30Z,11.0,2.0,698.0,0.0,0.0,0.0,0.0,0.88,25.8,1.032,8.0,2.6,2.0,1.0,2
BUS-015,ROUTE-SOUTH,2026-08-22T15:29:33Z,9.0,5.0,569.0,1.0,0.0,1.0,1.0,2.79,38.4,1.536,5.0,8.6,119.6,2.0,-2
BUS-008,ROUTE-1,2026-08-06T21:58:54Z,15.0,3.0,958.0,0.0,0.0,0.0,0.0,4.1,37.2,1.488,10.0,10.4,249.3,1.0,1
BUS-008,ROUTE-2,2026-08-17T13:31:26Z,7.0,0.0,451.0,1.0,0.0,1.0,0.0,1.29,7.8,0.312,10.0,4.5,309.9,2.0,12
BUS-013,ROUTE-3,2026-08-01T17:31:57Z,11.0,5.0,691.0,0.0,0.0,0.0,1.0,2.53,41.9,1.676,2.0,5.8,202.0,3.0,-3
BUS-015,ROUTE-NORTH,2026-08-15T22:59:39Z,16.0,5.0,1019.0,0.0,0.0,0.0,1.0,3.34,29.2,1.168,9.0,9.6,245.2,1.0,2
BUS-019,ROUTE-3,2026-08-18T16:19:12Z,10.0,1.0,619.0,1.0,0.0,1.0,0.0,3.88,9.1,0.364,6.0,9.7,324.6,3.0,20
BUS-002,CAMPUS-EXPRESS,2026-08-08T21:34:23Z,15.0,5.0,934.0,0.0,0.0,0.0,1.0,4.22,32.0,1.28,4.0,10.8,284.3,5.0,-4
BUS-008,ROUTE-NORTH,2026-08-26T23:20:45Z,17.0,2.0,1040.0,0.0,1.0,1.0,0.0,3.25,15.7,0.628,8.0,8.8,173.2,1.0,13
BUS-008,ROUTE-1,2026-08-09T23:43:14Z,17.0,6.0,1063.0,0.0,1.0,1.0,1.0,0.48,39.1,1.564,7.0,2.0,51.6,1.0,1
BUS-003,ROUTE-SOUTH,2026-08-05T13:31:03Z,7.0,2.0,451.0,1.0,0.0,1.0,0.0,1.73,11.3,0.452,6.0,3.8,159.1,2.0,11
BUS-007,CAMPUS-EXPRESS,2026-08-03T14:25:20Z,8.0,0.0,505.0,1.0,0.0,1.0,0.0,1.65,6.6,0.264,8.0,4.0,279.2,5.0,17
BUS-003,ROUTE-SOUTH,2026-08-02T01:37:22Z,19.0,6.0,1177.0,0.0,1.0,1.0,1.0,4.11,31.8,1.272,1.0,11.0,139.3,2.0,-5
BUS-004,CAMPUS-EXPRESS,2026-08-13T15:48:18Z,9.0,3.0,588.0,1.0,0.0,1.0,0.0,3.43,16.9,0.676,4.0,10.3,133.1,5.0,10
BUS-002,ROUTE-NORTH,2026-08-25T19:46:04Z,13.0,1.0,826.0,0.0,0.0,0.0,0.0,1.27,24.4,0.976,1.0,3.7,275.9,1.0,-2
BUS-018,CAMPUS-EXPRESS,2026-08-09T13:57:20Z,7.0,6.0,477.0,1.0,0.0,1.0,1.0,1.43,30.1,1.204,7.0,3.8,163.8,5.0,3
BUS-020,ROUTE-1,2026-08-13T23:28:32Z,17.0,3.0,1048.0,0.0,1.0,1.0,0.0,0.52,16.5,0.66,6.0,2.0,71.5,1.0,8
BUS-018,ROUTE-NORTH,2026-08-22T12:14:54Z,6.0,5.0,374.0,0.0,0.0,0.0,1.0,2.31,31.8,1.272,10.0,7.3,35.3,1.0,2
BUS-009,CAMPUS-EXPRESS,2026-08-05T23:57:09Z,17.0,2.0,1077.0,0.0,1.0,1.0,0.0,2.43,17.1,0.684,5.0,8.0,42.9,5.0,8
BUS-002,ROUTE-SOUTH,2026-08-09T17:36:04Z,11.0,6.0,696.0,0.0,0.0,0.0,1.0,3.27,34.5,1.38,10.0,7.8,192.8,2.0,0
BUS-006,ROUTE-1,2026-08-21T21:59:04Z,15.0,4.0,959.0,0.0,0.0,0.0,0.0,3.04,24.9,0.996,1.0,7.0,225.1,1.0,2
BUS-017,ROUTE-1,2026-08-08T23:34:49Z,17.0,5.0,1054.0,0.0,1.0,1.0,1.0,2.69,30.8,1.232,10.0,6.2,21.4,1.0,1
BUS-018,ROUTE-SOUTH,2026-08-14T22:20:12Z,16.0,4.0,980.0,0.0,0.0,0.0,0.0,3.3,29.9,1.196,10.0,10.1,59.6,2.0,-1
BUS-011,ROUTE-NORTH,2026-08-23T22:52:38Z,16.0,6.0,1012.0,0.0,0.0,0.0,1.0,3.46,39.1,1.564,4.0,9.9,55.9,1.0,-3
BUS-018,ROUTE-3,2026-08-28T23:48:33Z,17.0,4.0,1068.0,0.0,1.0,1.0,0.0,2.59,15.2,0.608,9.0,7.1,209.3,3.0,10
BUS-004,ROUTE-2,2026-08-26T14:35:27Z,8.0,2.0,515.0,1.0,0.0,1.0,0.0,1.35,7.3,0.292,4.0,5.3,222.6,2.0,9
BUS-004,ROUTE-2,2026-08-20T21:47:49Z,15.0,3.0,947.0,0.0,0.0,0.0,0.0,3.61,29.1,1.164,5.0,9.6,126.7,2.0,-1
BUS-011,ROUTE-1,2026-08-18T16:47:42Z,10.0,1.0,647.0,1.0,0.0,1.0,0.0,2.05,11.7,0.468,2.0,4.8,14.8,1.0,9
BUS-018,ROUTE-SOUTH,2026-08-21T14:26:56Z,8.0,4.0,506.0,1.0,0.0,1.0,0.0,2.76,14.5,0.58,9.0,6.4,66.3,2.0,10
BUS-011,CAMPUS-EXPRESS,2026-08-07T19:45:26Z,13.0,4.0,825.0,0.0,0.0,0.0,0.0,0.37,34.0,1.36,4.0,2.0,46.0,5.0,0
BUS-020,ROUTE-2,2026-08-14T16:52:53Z,10.0,4.0,652.0,1.0,0.0,1.0,0.0,1.9,9.6,0.384,9.0,5.8,217.0,2.0,12
BUS-001,ROUTE-SOUTH,2026-08-12T00:16:42Z,18.0,2.0,1096.0,0.0,1.0,1.0,0.0,2.16,5.7,0.228,9.0,6.7,155.5,2.0,23
BUS-010,CAMPUS-EXPRESS,2026-08-21T20:25:30Z,14.0,4.0,865.0,0.0,0.0,0.0,0.0,4.19,31.3,1.252,6.0,9.5,51.5,5.0,2
BUS-013,ROUTE-1,2026-08-25T14:43:07Z,8.0,1.0,523.0,1.0,0.0,1.0,0.0,1.79,12.6,0.504,10.0,5.7,209.8,1.0,10
BUS-017,ROUTE-3,2026-08-25T19:16:56Z,13.0,1.0,796.0,0.0,0.0,0.0,0.0,1.03,28.6,1.144,9.0,4.4,235.3,3.0,3
BUS-008,ROUTE-NORTH,2026-08-29T18:15:11Z,12.0,5.0,735.0,0.0,0.0,0.0,1.0,3.17,32.1,1.284,9.0,7.4,248.6,1.0,-1
BUS-015,ROUTE-2,2026-08-25T14:30:16Z,8.0,1.0,510.0,1.0,0.0,1.0,0.0,2.98,18.5,0.74,9.0,8.5,44.1,2.0,9
BUS-018,ROUTE-3,2026-08-28T19:52:32Z,13.0,4.0,832.0,0.0,0.0,0.0,0.0,0.31,19.1,0.764,3.0,2.4,310.3,3.0,1
BUS-014,CAMPUS-EXPRESS,2026-08-24T13:22:05Z,7.0,0.0,442.0,1.0,0.0,1.0,0.0,0.61,13.1,0.524,5.0,2.0,321.7,5.0,7
BUS-012,ROUTE-NORTH,2026-08-18T18:16:16Z,12.0,1.0,736.0,0.0,0.0,0.0,0.0,2.49,17.4,0.696,2.0,7.7,128.0,1.0,3
BUS-002,ROUTE-2,2026-08-31T15:09:48Z,9.0,0.0,549.0,1.0,0.0,1.0,0.0,0.21,21.0,0.84,7.0,2.0,161.1,2.0,4
BUS-017,ROUTE-NORTH,2026-08-11T01:00:32Z,19.0,1.0,1140.0,0.0,1.0,1.0,0.0,2.93,8.5,0.34,7.0,8.0,125.1,1.0,18
BUS-011,ROUTE-NORTH,2026-08-18T16:41:40Z,10.0,1.0,641.0,1.0,0.0,1.0,0.0,2.6,8.8,0.352,8.0,6.3,37.9,1.0,19
BUS-002,ROUTE-3,2026-08-01T19:07:59Z,13.0,5.0,787.0,0.0,0.0,0.0,1.0,2.88,26.2,1.048,7.0,8.1,147.9,3.0,0
BUS-006,CAMPUS-EXPRESS,2026-08-13T01:55:10Z,19.0,3.0,1195.0,0.0,1.0,1.0,0.0,1.67,5.8,0.232,4.0,4.2,227.2,5.0,17
BUS-015,ROUTE-SOUTH,2026-08-30T15:26:25Z,9.0,6.0,566.0,1.0,0.0,1.0,1.0,1.83,32.7,1.308,3.0,6.6,345.8,2.0,-3
BUS-012,ROUTE-3,2026-08-26T21:53:00Z,15.0,2.0,953.0,0.0,0.0,0.0,0.0,3.42,33.0,1.32,4.0,9.3,79.4,3.0,-2
BUS-014,ROUTE-1,2026-08-20T00:16:55Z,18.0,3.0,1096.0,0.0,1.0,1.0,0.0,2.13,12.7,0.508,8.0,6.2,0.4,1.0,9
BUS-013,CAMPUS-EXPRESS,2026-08-17T23:18:25Z,17.0,0.0,1038.0,0.0,1.0,1.0,0.0,1.64,6.3,0.252,7.0,6.0,212.8,5.0,16
BUS-012,ROUTE-1,2026-08-10T20:34:08Z,14.0,0.0,874.0,0.0,0.0,0.0,0.0,2.55,19.8,0.792,8.0,5.8,327.2,1.0,5
BUS-012,ROUTE-2,2026-08-06T00:35:40Z,18.0,3.0,1115.0,0.0,1.0,1.0,0.0,0.53,0.0,0.0,9.0,3.2,164.1,2.0,13
BUS-011,ROUTE-SOUTH,2026-08-24T14:53:44Z,8.0,0.0,533.0,1.0,0.0,1.0,0.0,2.08,18.8,0.752,2.0,4.5,165.5,2.0,8
BUS-009,CAMPUS-EXPRESS,2026-08-06T15:03:35Z,9.0,3.0,543.0,1.0,0.0,1.0,0.0,1.88,7.5,0.3,5.0,6.2,133.9,5.0,13
BUS-013,CAMPUS-EXPRESS,2026-08-19T16:56:21Z,10.0,2.0,656.0,1.0,0.0,1.0,0.0,3.87,10.4,0.416,8.0,10.6,10.2,5.0,21
BUS-002,ROUTE-1,2026-08-28T12:50:46Z,6.0,4.0,410.0,0.0,0.0,0.0,0.0,2.75,38.4,1.536,6.0,6.4,307.3,1.0,0
BUS-014,CAMPUS-EXPRESS,2026-08-15T15:06:45Z,9.0,5.0,546.0,1.0,0.0,1.0,1.0,4.05,30.2,1.208,5.0,9.1,110.3,5.0,1
BUS-015,CAMPUS-EXPRESS,2026-08-02T16:12:22Z,10.0,6.0,612.0,1.0,0.0,1.0,1.0,2.86,30.0,1.2,10.0,8.1,27.7,5.0,2
BUS-012,ROUTE-3,2026-08-28T16:29:55Z,10.0,4.0,629.0,1.0,0.0,1.0,0.0,3.16,8.4,0.336,9.0,6.9,189.9,3.0,23
BUS-006,ROUTE-3,2026-08-04T13:19:09Z,7.0,1.0,439.0,1.0,0.0,1.0,0.0,0.82,8.3,0.332,2.0,3.2,248.9,3.0,9
BUS-007,CAMPUS-EXPRESS,2026-08-09T14:52:53Z,8.0,6.0,532.0,1.0,0.0,1.0,1.0,2.14,35.9,1.436,1.0,5.1,3.1,5.0,-3
BUS-012,ROUTE-3,2026-08-10T13:50:09Z,7.0,0.0,470.0,1.0,0.0,1.0,0.0,4.17,3.0,0.12,4.0,11.4,10.2,3.0,45
BUS-015,ROUTE-2,2026-08-10T22:25:27Z,16.0,0.0,985.0,0.0,0.0,0.0,0.0,4.43,28.0,1.12,2.0,11.1,173.7,2.0,0
BUS-004,ROUTE-SOUTH,2026-08-01T16:55:14Z,10.0,5.0,655.0,1.0,0.0,1.0,1.0,2.26,39.1,1.564,2.0,6.8,56.5,2.0,-1
BUS-013,ROUTE-2,2026-08-23T16:33:00Z,10.0,6.0,633.0,1.0,0.0,1.0,1.0,0.48,37.0,1.48,4.0,2.0,236.0,2.0,0
BUS-004,ROUTE-NORTH,2026-08-03T19:24:51Z,13.0,0.0,804.0,0.0,0.0,0.0,0.0,2.42,10.3,0.412,2.0,7.5,357.2,1.0,7
BUS-001,ROUTE-NORTH,2026-08-05T15:40:07Z,9.0,2.0,580.0,1.0,0.0,1.0,0.0,2.82,12.7,0.508,7.0,7.5,164.6,1.0,14
BUS-001,ROUTE-1,2026-08-28T18:14:42Z,12.0,4.0,734.0,0.0,0.0,0.0,0.0,0.65,29.0,1.16,6.0,3.3,67.9,1.0,1
BUS-009,ROUTE-3,2026-08-25T15:25:44Z,9.0,1.0,565.0,1.0,0.0,1.0,0.0,4.08,13.5,0.54,2.0,9.7,309.0,3.0,14
BUS-014,ROUTE-SOUTH,2026-08-28T22:21:18Z,16.0,4.0,981.0,0.0,0.0,0.0,0.0,4.15,35.1,1.404,1.0,10.1,309.1,2.0,-2
BUS-010,CAMPUS-EXPRESS,2026-08-12T20:00:38Z,14.0,2.0,840.0,0.0,0.0,0.0,0.0,1.79,19.6,0.784,6.0,4.4,259.3,5.0,5
BUS-007,ROUTE-2,2026-08-13T12:35:41Z,6.0,3.0,395.0,0.0,0.0,0.0,0.0,1.52,22.6,0.904,3.0,3.7,340.0,2.0,1
BUS-017,ROUTE-3,2026-08-23T15:12:16Z,9.0,6.0,552.0,1.0,0.0,1.0,1.0,0.45,34.8,1.392,6.0,2.0,298.1,3.0,1
BUS-010,ROUTE-1,2026-08-17T19:33:17Z,13.0,0.0,813.0,0.0,0.0,0.0,0.0,2.45,21.6,0.864,2.0,6.6,47.2,1.0,0
BUS-015,ROUTE-1,2026-08-02T21:52:20Z,15.0,6.0,952.0,0.0,0.0,0.0,1.0,4.23,40.7,1.628,7.0,12.0,295.4,1.0,-5
BUS-006,CAMPUS-EXPRESS,2026-08-23T19:41:54Z,13.0,6.0,821.0,0.0,0.0,0.0,1.0,0.57,32.5,1.3,3.0,2.0,316.6,5.0,0
BUS-009,ROUTE-3,2026-08-27T21:19:51Z,15.0,3.0,919.0,0.0,0.0,0.0,0.0,0.75,21.8,0.872,5.0,3.7,120.1,3.0,1
BUS-014,ROUTE-1,2026-08-10T16:43:26Z,10.0,0.0,643.0,1.0,0.0,1.0,0.0,3.5,13.1,0.524,3.0,8.1,152.3,1.0,16
BUS-018,CAMPUS-EXPRESS,2026-08-23T22:26:34Z,16.0,6.0,986.0,0.0,0.0,0.0,1.0,3.91,35.3,1.412,6.0,10.1,215.3,5.0,-1
BUS-013,ROUTE-SOUTH,2026-08-30T14:23:26Z,8.0,6.0,503.0,1.0,0.0,1.0,1.0,3.22,34.6,1.384,4.0,9.7,323.9,2.0,-3
BUS-008,ROUTE-2,2026-08-04T22:42:09Z,16.0,1.0,1002.0,0.0,0.0,0.0,0.0,3.5,27.5,1.1,6.0,9.0,62.7,2.0,1
BUS-015,ROUTE-3,2026-08-06T21:00:10Z,15.0,3.0,900.0,0.0,0.0,0.0,0.0,2.1,31.0,1.24,9.0,6.1,289.5,3.0,0
BUS-006,ROUTE-3,2026-08-26T16:14:04Z,10.0,2.0,614.0,1.0,0.0,1.0,0.0,4.06,12.1,0.484,7.0,12.0,149.3,3.0,10
BUS-014,CAMPUS-EXPRESS,2026-08-11T20:16:40Z,14.0,1.0,856.0,0.0,0.0,0.0,0.0,3.12,28.2,1.128,1.0,8.2,45.6,5.0,-3
BUS-015,ROUTE-NORTH,2026-08-06T22:47:24Z,16.0,3.0,1007.0,0.0,0.0,0.0,0.0,1.06,28.6,1.144,8.0,3.3,284.8,1.0,5
BUS-010,ROUTE-NORTH,2026-08-09T15:40:39Z,9.0,6.0,580.0,1.0,0.0,1.0,1.0,1.99,33.0,1.32,1.0,5.7,264.7,1.0,-2
BUS-004,ROUTE-NORTH,2026-08-13T18:52:13Z,12.0,3.0,772.0,0.0,0.0,0.0,0.0,2.37,16.4,0.656,5.0,6.9,241.5,1.0,5
BUS-020,ROUTE-1,2026-08-12T13:59:28Z,7.0,2.0,479.0,1.0,0.0,1.0,0.0,4.31,21.5,0.86,8.0,11.3,148.7,1.0,10
BUS-016,ROUTE-SOUTH,2026-08-08T16:44:58Z,10.0,5.0,644.0,1.0,0.0,1.0,1.0,1.56,27.7,1.108,9.0,3.5,58.9,2.0,4
BUS-003,CAMPUS-EXPRESS,2026-08-31T22:33:31Z,16.0,0.0,993.0,0.0,0.0,0.0,0.0,3.03,24.6,0.984,4.0,7.5,36.4,5.0,1
BUS-001,ROUTE-NORTH,2026-08-20T17:02:50Z,11.0,3.0,662.0,0.0,0.0,0.0,0.0,3.56,24.6,0.984,9.0,10.2,43.6,1.0,0
BUS-008,ROUTE-1,2026-08-31T22:11:52Z,16.0,0.0,971.0,0.0,0.0,0.0,0.0,1.81,13.2,0.528,2.0,4.8,25.8,1.0,3
BUS-016,ROUTE-SOUTH,2026-08-23T14:17:15Z,8.0,6.0,497.0,1.0,0.0,1.0,1.0,1.9,37.9,1.516,6.0,6.7,2.6,2.0,0
BUS-012,ROUTE-2,2026-08-11T20:48:16Z,14.0,1.0,888.0,0.0,0.0,0.0,0.0,3.23,26.8,1.072,7.0,7.5,260.1,2.0,3
